Date,CalendarWeek,Country,i12_health_1,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_2,i12_health_20,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9
2020-04-06,Apr 06 - Apr 12,ARE,73.9999440163682,66.1127784143222,67.0901467770646,67.6550479019707,70.2553928600133,72.3517110251026,73.8180041002411,62.7284305607483,52.3696381018963,49.7669674189312,69.2092540922049,76.1816856361602,70.331971797343,72.2589233414445,73.9036435859677,70.4299572577331,66.3200298468904,60.1249207377627,68.6881659399966,62.8748236954689
2020-04-07,Apr 06 - Apr 12,ARE,73.9999440163682,66.1127784143222,67.0901467770646,67.6550479019707,70.2553928600133,72.3517110251026,73.8180041002411,62.7284305607483,52.3696381018963,49.7669674189312,69.2092540922049,76.1816856361602,70.331971797343,72.2589233414445,73.9036435859677,70.4299572577331,66.3200298468904,60.1249207377627,68.6881659399966,62.8748236954689
2020-04-08,Apr 06 - Apr 12,ARE,73.9999440163682,66.1127784143222,67.0901467770646,67.6550479019707,70.2553928600133,72.3517110251026,73.8180041002411,62.7284305607483,52.3696381018963,49.7669674189312,69.2092540922049,76.1816856361602,70.331971797343,72.2589233414445,73.9036435859677,70.4299572577331,66.3200298468904,60.1249207377627,68.6881659399966,62.8748236954689
2020-04-09,Apr 06 - Apr 12,ARE,73.9999440163682,66.1127784143222,67.0901467770646,67.6550479019707,70.2553928600133,72.3517110251026,73.8180041002411,62.7284305607483,52.3696381018963,49.7669674189312,69.2092540922049,76.1816856361602,70.331971797343,72.2589233414445,73.9036435859677,70.4299572577331,66.3200298468904,60.1249207377627,68.6881659399966,62.8748236954689
2020-04-10,Apr 06 - Apr 12,ARE,73.9999440163682,66.1127784143222,67.0901467770646,67.6550479019707,70.2553928600133,72.3517110251026,73.8180041002411,62.7284305607483,52.3696381018963,49.7669674189312,69.2092540922049,76.1816856361602,70.331971797343,72.2589233414445,73.9036435859677,70.4299572577331,66.3200298468904,60.1249207377627,68.6881659399966,62.8748236954689
2020-04-11,Apr 06 - Apr 12,ARE,73.9999440163682,66.1127784143222,67.0901467770646,67.6550479019707,70.2553928600133,72.3517110251026,73.8180041002411,62.7284305607483,52.3696381018963,49.7669674189312,69.2092540922049,76.1816856361602,70.331971797343,72.2589233414445,73.9036435859677,70.4299572577331,66.3200298468904,60.1249207377627,68.6881659399966,62.8748236954689
2020-04-12,Apr 06 - Apr 12,ARE,73.9999440163682,66.1127784143222,67.0901467770646,67.6550479019707,70.2553928600133,72.3517110251026,73.8180041002411,62.7284305607483,52.3696381018963,49.7669674189312,69.2092540922049,76.1816856361602,70.331971797343,72.2589233414445,73.9036435859677,70.4299572577331,66.3200298468904,60.1249207377627,68.6881659399966,62.8748236954689
2020-04-27,Apr 27 - May 03,ARE,77.6640223150397,69.1507750895677,70.0863784281692,68.2006365389203,71.7462511336485,73.5240373338871,74.235652006036,58.9145435702887,50.074460007184,50.7469626060283,71.218704756051,81.6881750888048,70.8872530510332,74.3854481908351,78.4029181584401,74.5844436068437,66.4595813040806,63.2071131069796,68.1907657685922,62.5246678063828
2020-04-28,Apr 27 - May 03,ARE,77.6640223150397,69.1507750895677,70.0863784281692,68.2006365389203,71.7462511336485,73.5240373338871,74.235652006036,58.9145435702887,50.074460007184,50.7469626060283,71.218704756051,81.6881750888048,70.8872530510332,74.3854481908351,78.4029181584401,74.5844436068437,66.4595813040806,63.2071131069796,68.1907657685922,62.5246678063828
2020-04-29,Apr 27 - May 03,ARE,77.6640223150397,69.1507750895677,70.0863784281692,68.2006365389203,71.7462511336485,73.5240373338871,74.235652006036,58.9145435702887,50.074460007184,50.7469626060283,71.218704756051,81.6881750888048,70.8872530510332,74.3854481908351,78.4029181584401,74.5844436068437,66.4595813040806,63.2071131069796,68.1907657685922,62.5246678063828
2020-04-30,Apr 27 - May 03,ARE,77.6640223150397,69.1507750895677,70.0863784281692,68.2006365389203,71.7462511336485,73.5240373338871,74.235652006036,58.9145435702887,50.074460007184,50.7469626060283,71.218704756051,81.6881750888048,70.8872530510332,74.3854481908351,78.4029181584401,74.5844436068437,66.4595813040806,63.2071131069796,68.1907657685922,62.5246678063828
2020-05-01,Apr 27 - May 03,ARE,77.6640223150397,69.1507750895677,70.0863784281692,68.2006365389203,71.7462511336485,73.5240373338871,74.235652006036,58.9145435702887,50.074460007184,50.7469626060283,71.218704756051,81.6881750888048,70.8872530510332,74.3854481908351,78.4029181584401,74.5844436068437,66.4595813040806,63.2071131069796,68.1907657685922,62.5246678063828
2020-05-02,Apr 27 - May 03,ARE,77.6640223150397,69.1507750895677,70.0863784281692,68.2006365389203,71.7462511336485,73.5240373338871,74.235652006036,58.9145435702887,50.074460007184,50.7469626060283,71.218704756051,81.6881750888048,70.8872530510332,74.3854481908351,78.4029181584401,74.5844436068437,66.4595813040806,63.2071131069796,68.1907657685922,62.5246678063828
2020-05-03,Apr 27 - May 03,ARE,77.6640223150397,69.1507750895677,70.0863784281692,68.2006365389203,71.7462511336485,73.5240373338871,74.235652006036,58.9145435702887,50.074460007184,50.7469626060283,71.218704756051,81.6881750888048,70.8872530510332,74.3854481908351,78.4029181584401,74.5844436068437,66.4595813040806,63.2071131069796,68.1907657685922,62.5246678063828
2020-05-11,May 11 - May 17,ARE,92.3279035389512,84.8697772910155,85.7594632812412,83.7578223242614,86.8272898477112,89.7239905766148,91.4752645494519,69.6770556336853,50.7522740852059,54.1326557035057,84.5779932282049,93.208554102592,84.1878928770918,90.4457508992447,93.2532008648144,90.4886340869217,82.0387832582931,79.2098738870667,84.5776507009322,64.2327810419933
2020-05-12,May 11 - May 17,ARE,92.3279035389512,84.8697772910155,85.7594632812412,83.7578223242614,86.8272898477112,89.7239905766148,91.4752645494519,69.6770556336853,50.7522740852059,54.1326557035057,84.5779932282049,93.208554102592,84.1878928770918,90.4457508992447,93.2532008648144,90.4886340869217,82.0387832582931,79.2098738870667,84.5776507009322,64.2327810419933
2020-05-13,May 11 - May 17,ARE,92.3279035389512,84.8697772910155,85.7594632812412,83.7578223242614,86.8272898477112,89.7239905766148,91.4752645494519,69.6770556336853,50.7522740852059,54.1326557035057,84.5779932282049,93.208554102592,84.1878928770918,90.4457508992447,93.2532008648144,90.4886340869217,82.0387832582931,79.2098738870667,84.5776507009322,64.2327810419933
2020-05-14,May 11 - May 17,ARE,92.3279035389512,84.8697772910155,85.7594632812412,83.7578223242614,86.8272898477112,89.7239905766148,91.4752645494519,69.6770556336853,50.7522740852059,54.1326557035057,84.5779932282049,93.208554102592,84.1878928770918,90.4457508992447,93.2532008648144,90.4886340869217,82.0387832582931,79.2098738870667,84.5776507009322,64.2327810419933
2020-05-15,May 11 - May 17,ARE,92.3279035389512,84.8697772910155,85.7594632812412,83.7578223242614,86.8272898477112,89.7239905766148,91.4752645494519,69.6770556336853,50.7522740852059,54.1326557035057,84.5779932282049,93.208554102592,84.1878928770918,90.4457508992447,93.2532008648144,90.4886340869217,82.0387832582931,79.2098738870667,84.5776507009322,64.2327810419933
2020-05-16,May 11 - May 17,ARE,92.3279035389512,84.8697772910155,85.7594632812412,83.7578223242614,86.8272898477112,89.7239905766148,91.4752645494519,69.6770556336853,50.7522740852059,54.1326557035057,84.5779932282049,93.208554102592,84.1878928770918,90.4457508992447,93.2532008648144,90.4886340869217,82.0387832582931,79.2098738870667,84.5776507009322,64.2327810419933
2020-05-17,May 11 - May 17,ARE,92.3279035389512,84.8697772910155,85.7594632812412,83.7578223242614,86.8272898477112,89.7239905766148,91.4752645494519,69.6770556336853,50.7522740852059,54.1326557035057,84.5779932282049,93.208554102592,84.1878928770918,90.4457508992447,93.2532008648144,90.4886340869217,82.0387832582931,79.2098738870667,84.5776507009322,64.2327810419933
